Nome do item,Origem / mídia da sessão,Sessões,Itens vistos,Itens adicionados ao carrinho,Itens comprados,Receita do item
BLUSA ALFAIATARIA - CSI250796 (VERDE (Avocado TC) (18-0430), G),facebook / cpc01_adv,3,2,0,0,0
BLUSA ALFAIATARIA - CV261454.1,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA ALFAIATARIA - CV261454.1,edrone / email,3,0,0,0,0
BLUSA ALFAIATARIA - CV261454.1,facebook / cpc01_adv,3,0,0,0,0
BLUSA ALFAIATARIA - CV261454.1,google / organic,3,0,0,0,0
BLUSA ALFAIATARIA - CV261454.1 (AZUL ESCURO (Black Iris TC) (19-3921), P),google / cpc,3,0,2,0,0
BLUSA ALFAIATARIA - CV261454.1 (Bege Tapioca -Tapioca TC (12-1403), G),(not set),3,1,0,0,0
BLUSA ALONGADA COM FENDA(CV261338) - CV261338.1,(direct) / (none),3,0,0,0,0
BLUSA ALÇA COM BABADOS - CV250179,facebook / cpc03_interesses_top/estados_all,3,0,0,0,0
BLUSA ALÇA COM BABADOS - CV250179,google / cpc,3,0,0,0,0
BLUSA AMARRAÇÃO - CV250202 (Lemon Drop TC (12-0736), G),bing / organic,3,1,0,0,0
BLUSA AMARRAÇÃO - CV250202 (Lemon Drop TC (12-0736), G),facebook / cpc01_adv,3,1,0,0,0
BLUSA ASSIMÉTRICA - CAV261597.1,google / cpc,3,0,0,0,0
BLUSA ASSIMÉTRICA - CSI250592,google / cpc,3,0,0,0,0
BLUSA ASSIMÉTRICA - CSI250592 (Guacamole (17-0530), G),INSTAGRAM / LINKTREE,3,1,0,0,0
BLUSA BASIC - CSI261820 (BRANCO (off white) (11-0602), G),(data not available),3,0,0,0,0
BLUSA BASIC - CSI261820 (BRANCO (off white) (11-0602), G),bing / organic,3,0,0,0,0
BLUSA BASIC - CSI261820 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv aberto_best_sellers profundidade,3,0,0,0,0
BLUSA BASIC - CSI261820 (BRANCO (off white) (11-0602), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,3,0,0,0,0
BLUSA BICOLOR BÁSICA - CSV261055,edrone / email,3,0,0,0,0
BLUSA BICOLOR BÁSICA - CSV261055 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),INSTAGRAM / LINKTREE,3,1,0,0,0
BLUSA BOHO - CAV261574 (BRANCO (off white) (11-0602), G),google / organic,3,0,0,0,0
BLUSA BORDADA - CSI250620 (BEGE (Bleached Sand TC), PP),google / organic,3,0,0,0,0
BLUSA BÁSICA - CAI251109 (VERMELHO  (Fiery Red TC) (18-1664), G),INSTAGRAM / LINKTREE,3,3,0,0,0
BLUSA BÁSICA - CAI251109 (VERMELHO  (Fiery Red TC) (18-1664), G),facebook / cpc01_adv,3,1,0,0,0
BLUSA BÁSICA - CI250796,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA BÁSICA - CI250796 (BRANCO (Bright White TC) (11-0601), G),facebook / cpc01_adv,3,1,0,0,0
BLUSA BÁSICA COM ZÍPER - CV261348,google / cpc,3,0,0,0,0
BLUSA BÁSICA COM ZÍPER - CV261348 (Pink Mist TC (13-2805), G),google / organic,3,3,0,0,0
BLUSA BÁSICA LISA - CSV261039,facebook / cpc01_adv,3,0,0,0,0
BLUSA BÁSICA LISA - CSV261039 (BRANCO (off white) (11-0602), G),bing / organic,3,0,0,0,0
BLUSA BÁSICA LISA - CSV261039 (Preto (Raven TC) (19-0000), P),(direct) / (none),3,0,4,0,0
BLUSA BÁSICA MALHA - CV261272,edrone / email,3,0,0,0,0
BLUSA BÁSICA MALHA - CV261272,facebook / cpc03_interesses_top/estados_all,3,0,0,0,0
BLUSA CADEIRÃO - CV250300 (Branco de Neve (off white) (11-0602), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,3,0,0,0
BLUSA CHIFFON - CI262030,(direct) / (none),3,0,0,0,0
BLUSA CHIFFON - CI262030,google / cpc,3,0,0,0,0
BLUSA CHIFFON - CI262030 (BEGE (Ivory Cream TC) (13-1011), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,3,0,0,0,0
BLUSA CHIFFON - CI262030 (BEGE (Ivory Cream TC) (13-1011), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
BLUSA CHIFFON - CI262030 (BEGE (Ivory Cream TC) (13-1011), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,3,2,0,0,0
BLUSA COM AMARRAÇÃO - CSI250598,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA COM AMARRAÇÃO - CSI250598 (SI25R006 POÁ (CC0073-E), G),INSTAGRAM / LINKTREE,3,3,0,0,0
BLUSA COM AMARRAÇÃO - CSI250598 (SI25R006 POÁ (CC0073-E), G),google / cpc,3,4,0,0,0
BLUSA COM AMARRAÇÃO - CSI250777 (MARROM (Cashew TC), PP),INSTAGRAM / LINKTREE,3,1,0,0,0
BLUSA COM APLIQUE GUIPPIR - CV261357.1,(direct) / (none),3,0,0,0,0
BLUSA COM APLIQUE GUIPPIR - CV261357.1,facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
BLUSA COM BOTOES E BABDOS - CV250316,google / cpc,3,0,0,0,0
BLUSA COM BOTOES E BABDOS - CV250316 (Pearl Gray TC (13-1106), G),google / organic,3,1,0,0,0
BLUSA COM BOTÕES - CSI261814,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA COM BOTÕES - CSI261814 (BEGE (Jet Stream) (11-0605), G),bing / organic,3,0,0,0,0
BLUSA COM BOTÕES - CSI261814 (BEGE (Jet Stream) (11-0605), G),facebook / cpc01_adv,3,0,0,0,0
BLUSA COM BOTÕES - CSI261814 (BEGE (Jet Stream) (11-0605), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,1,0,0,0
BLUSA COM DETALHE BOTÃO - CSI261622 (BEGE (Antique White TC) (11-0105), G),(direct) / (none),3,5,0,0,0
BLUSA COM DETALHE GOLA - CI261908 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,3,0,0,0,0
BLUSA COM DETALHE OMBRO - CSI250606 (BEGE (Bleached Sand TC), PP),google / cpc,3,2,0,0,0
BLUSA COM DETALHE PREGAS - CSI261763 (VERDE (Dark Ivy TC) (17-5912), G),google / organic,3,0,0,0,0
BLUSA COM DRAPEADO CENTRO - CV261485 (Preto (Raven TC) (19-0000), G),(direct) / (none),3,1,0,0,0
BLUSA COM DRAPEADO CENTRO - CV261485 (Preto (Raven TC) (19-0000), G),google / cpc,3,4,0,0,0
BLUSA COM FRANZIDOS - CSI261609,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA COM FRANZIDOS - CSI261609 (VERDE (Dark Ivy TC) (17-5912), G),google / organic,3,3,0,0,0
BLUSA COM GOLA - CV250320 (CV25R007 JARDIM SECRETO (CC0013-E), G),facebook / cpc01_adv,3,2,0,0,0
BLUSA COM MANGA LONGA ESTAMPADA - CI250832 (CI25R008 CERCA FLORIDA ALT1 (CC0106-E), G),google / cpc,3,4,0,0,0
BLUSA COM MANGAS AMPLAS - CSI261699 (BEGE (Seedpearl TC) (12-0703), G),google / organic,3,1,0,0,0
BLUSA COM PONTA - CAV261687.1 (BEGE (Soybean TCX) (13-0919), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,1,0,0,0
BLUSA COM RENDA - CI250850,(data not available),3,0,0,0,0
BLUSA COM RENDA - CI250850,l.instagram.com / referral,3,0,0,0,0
BLUSA COM RENDA - CI250850 (PRETO (Raven TC), G),facebook / cpc1_advantage sugestões_all,3,2,0,0,0
BLUSA COM RENDA - CI250850 (PRETO (Raven TC), G),facebook / {{adset.name}},3,0,0,0,0
BLUSA COM RENDA - CI250850 (PRETO (Raven TC), GG),(direct) / (none),3,0,3,1,81.920002
BLUSA COM SOBREPOSIÇÃO - CI261937 (BRANCO (off white) (11-0602), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,3,0,0,0,0
BLUSA COM SOBREPOSIÇÃO - CI261937 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,3,0,0,0,0
BLUSA CROPPED COM PREGAS - CSI250817,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA CROPPED COM PREGAS - CSI250817 (Preto (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,3,3,0,0,0
BLUSA CROPPED COM PREGAS - CSI250817 (Preto (Raven TC) (19-0000), G),edrone / email,3,3,0,0,0
BLUSA CROPPED COM PREGAS - CSI250817 (Preto (Raven TC) (19-0000), G),google / organic,3,1,0,0,0
BLUSA DE MANGA LONGA COM DETALHE PUNHO - CSI250788,edrone / email,3,0,0,0,0
BLUSA DE MANGA LONGA COM DETALHE PUNHO - CSI250788,google / cpc,3,0,0,0,0
BLUSA DE MANGA LONGA COM DETALHE PUNHO - CSI250788 (AZUL (French Blue TC) (18-4140), G),(direct) / (none),3,3,0,0,0
BLUSA DE PONTAS - CV261449 (VERDE (Dusky Green TC) (17-0517), G),bing / organic,3,0,0,0,0
BLUSA DE TORÇÃO - CI250732,google / organic,3,0,0,0,0
BLUSA DE TORÇÃO - CI250732 (BRANCO (off white) (11-0602), G),google / organic,3,3,0,0,0
BLUSA DEALHADA - CI261823 (PRETO (Raven TC) (19-0000), G),carlotacostab2c.lojavirtualnuvem.com.br / referral,3,0,0,0,0
BLUSA DETALHADA - CSV261271.1,edrone / email,3,0,0,0,0
BLUSA DETALHADA - CSV261271.1,google / cpc,3,0,0,0,0
BLUSA DETALHADA - CSV261271.1 (MARROM PÃO DE GENGIBRE (Ginger Bread TC) (18-1244), M),(direct) / (none),3,0,4,0,0
BLUSA FRENTE ÚNICA COM LENÇO - CV261490.1,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA GOLA - CSI250752 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,3,1,0,0,0
BLUSA GOLA - CSI250752 (BRANCO (off white) (11-0602), P),google / organic,3,0,1,0,0
BLUSA GOLA - CSI250759,google / cpc,3,0,0,0,0
BLUSA GOLA ALTA - CRI250048 (Moon Rock TC (17-1210), G),facebook / cpc1_advantage sugestões_all,3,0,0,0,0
BLUSA GOLA ALTA - CRI250048 (Moon Rock TC (17-1210), G),facebook / {{adset.name}},3,0,0,0,0
BLUSA GOLA ALTA - CRI250048 (Preto (Raven TC) (19-0000), G),(direct) / (none),3,0,3,0,0
BLUSA GOLA ALTA - CRI250048 (Preto (Raven TC) (19-0000), GG),edrone / email,3,0,3,0,0
BLUSA GOLA ALTA - CRI250048 (Preto (Raven TC) (19-0000), M),google / organic,3,0,2,1,74.729999
BLUSA GOLA ALTA - CRI250048 (Provincial Blue TC (18-4220), G),(direct) / (none),3,0,3,1,56.799998
BLUSA GOLA ALTA - CRI250048 (Provincial Blue TC (18-4220), M),google / cpc,3,0,5,1,74.729999
BLUSA GOLA ALTA - CSI250622 (BRANCO (off white) (11-0602), G),INSTAGRAM / LINKTREE,3,2,0,0,0
BLUSA GOLA ALTA COM FRANZIDOS - CSI261630 (BRANCO (off white) (11-0602), G),(direct) / (none),3,3,0,0,0
BLUSA GOLA ALTA COM FRANZIDOS - CSI261630 (BRANCO (off white) (11-0602), G),facebook / cpc02_aberto_top/estados_all,3,3,0,0,0
BLUSA GOLA ALTA COM FRANZIDOS - CSI261630 (BRANCO (off white) (11-0602), P),(direct) / (none),3,0,3,0,0
BLUSA GOLA ALTA E MANGA BUFANTE - CI250806 (CI25R004 ANIMAL PRINT (CC0105-E), P),(direct) / (none),3,0,2,1,114.690002
BLUSA GOLA ALTA E MANGA BUFANTE - CI250806 (CI25R004 ANIMAL PRINT (CC0105-E), P),INSTAGRAM / LINKTREE,3,0,3,0,0
BLUSA GOLA POLO CO MANGAS LONGAS - CSI261748,google / cpc,3,0,0,0,0
BLUSA GOLA POLO CO MANGAS LONGAS - CSI261748 (BRANCO (Bright White TC) (11-0601), G),edrone / email,3,0,0,0,0
BLUSA LAISE - CV261538.1,facebook / cpc01_adv,3,0,0,0,0
BLUSA LAISE - CV261538.1 (BRANCO (Bright White TC) (11-0601), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
BLUSA LEVE - CSI250766 (Buttercream (11-0110), G),edrone / email,3,1,0,0,0
BLUSA LEVE - CSI250766 (Buttercream (11-0110), G),google / organic,3,0,0,0,0
BLUSA LISA COM DETALHE PÉROLA - CSI250722,google / cpc,3,0,0,0,0
BLUSA LISA COM DETALHE PÉROLA - CSI250722 (BRANCO (off white) (11-0602), G),google / cpc,3,3,0,0,0
BLUSA LISA COM PREGAS - CV261267 (AMARELO BAUNILHA (French Vanilla TC) (12-0722), G),facebook / cpc01_adv,3,3,0,0,0
BLUSA MANGA CURTA LISA - CSV261328 (Peacock Green TC (16-5431), G),google / organic,3,3,0,0,0
BLUSA MANGA FOFA (CV261379) - CV261379.1,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA MANGA FOFA (CV261379) - CV261379.1,facebook / cpc01_adv,3,0,0,0,0
BLUSA MANGA FOFA (CV261379) - CV261379.1 (BRANCO (Bright White TC) (11-0601), G),edrone / email,3,7,0,0,0
BLUSA MANGA FOFA - CV250396,google / cpc,3,0,0,0,0
BLUSA MANGA LONGA - CI250861 (BEGE (Chanterelle TC) (16-1414), G),facebook / cpc01_adv,3,0,0,0,0
BLUSA MANGA LONGA COM APLICAÇÃO FLORES - CI251005 (BRANCO (off white), G),bing / organic,3,0,0,0,0
BLUSA MANGA LONGA COM APLICAÇÃO FLORES - CI251005 (BRANCO (off white), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,1,0,0,0
BLUSA MANGA LONGA COM APLICAÇÃO FLORES - CI251005 (BRANCO (off white), G),facebook / cpc02_aberto_top/estados_all,3,0,0,0,0
BLUSA MANGA LONGA COM APLICAÇÃO FLORES - CI251005 (BRANCO (off white), PP),(direct) / (none),3,0,3,0,0
BLUSA MANGA LONGA COM BABADOS - CSI250638 (SI25R007 LAB POÁ (CC0074-E), G),edrone / email,3,3,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580,facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), G),IGShopping / Social,3,1,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), G),br.search.yahoo.com / referral,3,0,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), G),l.instagram.com / referral,3,0,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), P),google / organic,3,0,2,1,126.479998
BLUSA MANGA LONGA COM PIRCING - CSI250841,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA MANGA LONGA COM PIRCING - CSI250841,google / organic,3,0,0,0,0
BLUSA MANGA PRINCESA - CV250399,google / cpc,3,0,0,0,0
BLUSA MANGAS LONGAS - CSI250657 (Preto (Raven TC) (19-0000), G),google / cpc,3,2,0,0,0
BLUSA MANGAS LONGAS BUFANTES - CI250918,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA MANGAS LONGAS BUFANTES - CI250918,facebook / cpc01_adv,3,0,0,0,0
BLUSA ML C/ AMARRAÇAO ESTAMPADA - CI261895 (CI26R010 SNAKE V3 ALT1 - NEO DS STD (CC0146-E), G),br.search.yahoo.com / referral,3,0,0,0,0
BLUSA ML C/ AMARRAÇAO ESTAMPADA - CI261895 (CI26R010 SNAKE V3 ALT1 - NEO DS STD (CC0146-E), G),facebook / cpc02_aberto_top/estados_all,3,0,0,0,0
BLUSA ML C/ AMARRAÇAO ESTAMPADA - CI261895 (CI26R010 SNAKE V3 ALT1 - NEO DS STD (CC0146-E), G),nuvem-app / referral,3,0,0,0,0
BLUSA ML COM AMARRAÇÃO - CI261894,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA ML COM AMARRAÇÃO - CI261894 (BEGE (Ivory Cream TC) (13-1011), G),br.search.yahoo.com / referral,3,0,0,0,0
BLUSA ML COM DETALHE STRASS - CAI251051 (NUDE (Chanterelle TC) (16-1414), G),INSTAGRAM / LINKTREE,3,1,0,0,0
BLUSA ML COM DETALHE STRASS - CAI251051 (NUDE (Chanterelle TC) (16-1414), G),bing / organic,3,0,0,0,0
BLUSA ML TRANSPASSADA - CI261849 (VERMELHO  (Fiery Red TC) (18-1664), G),(direct) / (none),3,1,0,0,0
BLUSA NÓ - CV250222 (Branco de Neve (off white) (11-0602), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
BLUSA OMBRO A OMBRO - CI250908,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA OMBRO A OMBRO - CV261420.1,google / cpc,3,0,0,0,0
BLUSA OMBRO A OMBRO COM GOLA - CI250925,INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA OMBRO FRANZIDO E METAL - CSI261710 (VERMELHO (Rococco Red TC (18-1652), G),INSTAGRAM / LINKTREE,3,0,0,0,0
BLUSA OMBRO SÓ COM CRISTAIS - CAV250474,google / cpc,3,0,0,0,0
BLUSA OMBRO SÓ COM CRISTAIS - CAV250474 (BRANCO (Bright White TC) (11-0601), G),(direct) / (none),3,4,0,0,0
BLUSA OMBRO SÓ COM CRISTAIS - CAV250474 (BRANCO (Bright White TC) (11-0601), G),google / cpc,3,3,0,0,0
BLUSA PONTAS - CI261870 (BEGE (Ivory Cream TC) (13-1011), G),facebook / cpc01_adv,3,0,0,0,0
BLUSA SEM ALÇAS COM BABADO - CAV250111,google / cpc,3,0,0,0,0
BLUSA TELA - CSV261135.1 (MARROM (Bran TC) (17-1336), G),edrone / email,3,2,0,0,0
BLUSA TRANSPASSADA C/ PREGA - CV261477.1 (Pink Mist TC (13-2805), G),edrone / email,3,6,0,0,0
BLUSA TRANSPASSADA C/ PREGA - CV261477.1 (Pink Mist TC (13-2805), G),facebook / cpc03_interesses_top/estados_all,3,4,0,0,0
BLUSA TRANSPASSADA C/ PREGA - CV261477.1 (Pink Mist TC (13-2805), G),google / organic,3,4,0,0,0
BLUSA TRANSPASSADA COM AMARRAÇÃO - CAV250665 (BRANCO (off white) (11-0602), G),google / cpc,3,3,0,0,0
BLUSA TRANSPASSADA MANGA LONGA - CSI250836,google / cpc,3,0,0,0,0
BODY BASIC - CV261276,facebook / cpc03_interesses_top/estados_all,3,0,0,0,0
BODY BRILHO (CAI251141) - CAI251141.1,(direct) / (none),3,0,0,0,0
BODY COM DECOTE - CI250812 (BRANCO (off white), G),(data not available),3,0,0,0,0
BODY COM DECOTE - CI250812 (BRANCO (off white), M),INSTAGRAM / LINKTREE,3,0,3,0,0
BODY COM DECOTE - CI250812 (PRETO (Raven TC), PP),edrone / email,3,0,1,1,61.159998
BODY COSTAS DETALHADA - CI261828,google / cpc,3,0,0,0,0
BODY DE MALHA - CAI251112 (VERMELHO  (Fiery Red TC) (18-1664), G),facebook / cpc01_adv,3,4,0,0,0
BODY MALHA - CV261414,(direct) / (none),3,0,0,0,0
BODY MALHA - CV261414,google / organic,3,0,0,0,0
BODY POLO - CSV261038,(direct) / (none),3,0,0,0,0
BODY POLO - CSV261038,INSTAGRAM / LINKTREE,3,0,0,0,0
BODY POLO - CSV261038,google / organic,3,0,0,0,0
BODY POLO - CSV261038 (VERMELHO FLAMEJANTE  (Fiery Red TC) (18-1664), G),bing / organic,3,1,0,0,0
BODY POLO - CSV261038 (VERMELHO FLAMEJANTE  (Fiery Red TC) (18-1664), G),facebook / cpc02_aberto_top/estados_all,3,3,0,0,0
BODY POLO - CSV261038 (VERMELHO FLAMEJANTE  (Fiery Red TC) (18-1664), P),(direct) / (none),3,0,3,1,64.109999
BODY POLO - CSV261038 (VERMELHO FLAMEJANTE  (Fiery Red TC) (18-1664), PP),google / cpc,3,0,3,0,0
BODY TOMARA QUE CAIA - CAV261621 (BRANCO (off white) (11-0602), G),google / cpc,3,1,0,0,0
BODY TOMARA QUE CAIA - CAV261621 (BRANCO (off white) (11-0602), G),google / organic,3,0,0,0,0
BODY TRICOLINE - CV261444.1,facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
CALÇA ACETINADA - CI250865,facebook / cpc01_adv,3,0,0,0,0
CALÇA ACETINADA - CI250865 (Raspberry Rose TC (18-2333), G),bing / organic,3,0,0,0,0
CALÇA ALFAIATARIA (CAI251210) - CAI251209.2 (AZUL (Reddish Blue TC (18-3840), PP),google / cpc,3,0,3,0,0
CALÇA ALFAIATARIA (CV261280) - CV261279.2,edrone / email,3,0,0,0,0
CALÇA ALFAIATARIA (CV261280) - CV261279.2 (Sunset Gold TC (13-0940), G),google / organic,3,2,0,0,0
CALÇA ALFAIATARIA (CV261389) - CV261338.2 (Bege concha de areia(Sandshell TC) (13-0907), G),(direct) / (none),3,3,0,0,0
CALÇA ALFAIATARIA (CV261389) - CV261338.2 (Bege concha de areia(Sandshell TC) (13-0907), G),INSTAGRAM / LINKTREE,3,3,0,0,0
CALÇA ALFAIATARIA - CAI251106,facebook / cpc01_adv,3,0,0,0,0
CALÇA ALFAIATARIA - CAI251106,google / organic,3,0,0,0,0
CALÇA ALFAIATARIA - CAI251106 (MARROM (Cuban Sand TC) (15-1314), G),INSTAGRAM / LINKTREE,3,0,0,0,0
CALÇA ALFAIATARIA - CAI251106 (MARROM (Cuban Sand TC) (15-1314), G),edrone / email,3,1,0,0,0
CALÇA ALFAIATARIA - CI251000,facebook / cpc03_interesses_top/estados_all,3,0,0,0,0
CALÇA ALFAIATARIA - CI251000 (BEGE(Sandshell TC) (13-0907), G),bing / organic,3,4,0,0,0
CALÇA ALFAIATARIA - CSI250607 (BEGE (Bleached Sand TC) (13-1008), G),br.search.yahoo.com / referral,3,0,0,0,0
CALÇA ALFAIATARIA - CSI250750,google / cpc,3,0,0,0,0
CALÇA ALFAIATARIA - CSI250797 (VERDE (Avocado TC) (18-0430), G),edrone / email,3,2,0,0,0
CALÇA ALFAIATARIA - CSV261189.2,facebook / cpc01_adv,3,0,0,0,0
CALÇA ALFAIATARIA - CV250406 (Branco de Neve (off white) (11-0602), G),(direct) / (none),3,3,0,0,0
CALÇA ALFAIATARIA - CV250406 (Branco de Neve (off white) (11-0602), G),facebook / cpc03_interesses_top/estados_all,3,1,0,0,0
CALÇA ALFAIATARIA - CV261372,facebook / cpc01_adv,3,0,0,0,0
CALÇA ALFAIATARIA - CV261372 (Bege concha de areia(Sandshell TC) (13-0907), G),google / organic,3,3,0,0,0
CALÇA ALFAIATARIA - CV261410.2,(direct) / (none),3,0,0,0,0
CALÇA ALFAIATARIA - CV261410.2,google / cpc,3,0,0,0,0
CALÇA ALFAIATARIA - CV261454.2 (AZUL ESCURO (Black Iris TC) (19-3921), P),facebook / cpc03_interesses_top/estados_all,3,0,3,1,117.980002
CALÇA ALFAIATARIA - CV261463.2,facebook / cpc02_aberto_top/estados_all,3,0,0,0,0
CALÇA ALFAIATARIA - CV261463.2 (Buttercream (11-0110), G),(not set),3,1,0,0,0
CALÇA ALFAIATARIA - CV261463.2 (Buttercream (11-0110), G),google / organic,3,4,0,0,0
CALÇA ALFAIATARIA - CV261463.2 (Buttercream (11-0110), M),google / cpc,3,0,3,0,0
CALÇA ALFAIATARIA COM DETALHE METAL BOLSO - CSI250582 (BEGE(Sandshell TC), PP),(direct) / (none),3,1,0,0,0
CALÇA ALFAIATARIA COM DETALHE METAL BOLSO - CSI250582 (BEGE(Sandshell TC), PP),google / cpc,3,3,0,0,0
CALÇA ALFAIATARIA LISA - CSV261035,google / organic,3,0,0,0,0
CALÇA ALFAIATARIA LISA - CSV261035 (BRANCO (off white) (11-0602), G),INSTAGRAM / LINKTREE,3,2,0,0,0
CALÇA ALFAIATARIA LISA - CSV261035 (Preto (Raven TC) (19-0000), PP),facebook / cpc01_adv,3,0,1,0,0
CALÇA AMARRAÇÃO - CV261409.2 (VERDE (Bronze Green TC) (18-0317), G),google / cpc,3,3,0,0,0
CALÇA BALOON (CV261385) - CV261391.2 (VERMELHO FLAMEJANTE  (Fiery Red TC) (18-1664), P),google / cpc,3,0,2,0,0
CALÇA BARRADA - CSI250757,google / cpc,3,0,0,0,0
CALÇA BARRADA - CSI250757 (SI25BR001 PAISLEY (CC0067-E), G),google / organic,3,0,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,3,1,0,0,0
CALÇA BICOLOR BÁSICA - CSV261058 (Bege cinza Fumaça (Smoke Gray TC) (14-1209), G),facebook / cpc03_interesses_top/estados_all,3,1,0,0,0
CALÇA BOLSOS - CSI250746,INSTAGRAM / LINKTREE,3,0,0,0,0
CALÇA BOLSOS - CSI250746,google / cpc,3,0,0,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), G),INSTAGRAM / LINKTREE,3,3,0,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), G),google / organic,3,2,0,0,0
CALÇA BOLSOS - CSI250746 (CARAMELO (Cashew TC) (17-1137), M),(direct) / (none),3,0,3,0,0
CALÇA CAPRI - CAI251233,facebook / cpc02_aberto_top/estados_all,3,0,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), G),facebook / cpc01_adv,3,0,0,0,0
CALÇA CAPRI - CAI251233 (PRETO (Raven TC) (19-0000), G),facebook / cpc02_aberto_top/estados_all,3,3,0,0,0
CALÇA CENOURA COM CINTO - CSI250614,google / organic,3,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), M),(direct) / (none),3,0,4,1,120.16
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), M),google / cpc,3,0,2,1,120.16
CALÇA CENOURA COM CINTO - CSI250675,google / organic,3,0,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), G),INSTAGRAM / LINKTREE,3,2,0,0,0
CALÇA CENOURA COM CINTO - CSI250675 (CINZA GRANIZO (Sleet) (16-3916), P),google / cpc,3,0,2,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2,edrone / email,3,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2,facebook / cpc01_adv+aberto_best_sellers+profundidade,3,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2,google / organic,3,0,0,0,0
CALÇA CENOURA COM PREGAS (CV261369) - CV261368.2 (Branco de Neve (off white) (11-0602), G),bing / organic,3,1,0,0,0
CALÇA COM ACESSORIO - CV250379,google / cpc,3,0,0,0,0
CALÇA COM BOLSO - CSI250634 (BEGE (Khaki TC) (16-0726), G),google / organic,3,2,0,0,0
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, M),(direct) / (none),3,0,2,0,0
CALÇA COM BOLSOS - CI250876 (CINZA (Blackened Pearl, PP),google / cpc,3,0,1,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2,google / cpc,3,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2 (BEGE (Tapioca TC) (12-1403), G),INSTAGRAM / LINKTREE,3,0,0,0,0
CALÇA COM BOLSOS CARGO - CAV261660.2 (BEGE (Tapioca TC) (12-1403), G),edrone / email,3,2,0,0,0
CALÇA COM LENÇO - CI250869 (BEGE (Tan TC) (16-1334), G),INSTAGRAM / LINKTREE,3,4,0,0,0
CALÇA COM LENÇO - CI250869 (VERMELHO (Cabernet) (19-1724), G),google / cpc,3,0,2,0,0
